令和5年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表,,,,,,,,,,
,,,,,,,,,,
,・健康保険料率：令和5年3月分～　適用　　 　・厚生年金保険料率：平成29年9月分～　適用,,,,,,,,,
,・介護保険料率：令和5年3月分～　適用 　　  ・子ども・子育て拠出金率：令和2年4月分～　適用,,,,,,,,,
,,,,,,,,,,
（東京都）,,,,,,,,,,（単位：円）
標  準  報  酬,,報  酬  月  額,,,全国健康保険協会管掌健康保険料,,,,厚生年金保険料（厚生年金基金加入員を除く）,
,,,,,"介護保険第２号被保険者
に該当しない場合",,"介護保険第２号被保険者
に該当する場合",,一般、坑内員・船員,
等級,月  額,,,,10.00%,,11.82%,,18.300%※,
,,,,,全  額,折半額,全  額,折半額,全  額,折半額
,,円以上,,円未満,,,,,,
1,"58,000",,～,"63,000","5,800.0","2,900.0","6,855.6","3,427.8",,
2,"68,000","63,000",～,"73,000","6,800.0","3,400.0","8,037.6","4,018.8",,
3,"78,000","73,000",～,"83,000","7,800.0","3,900.0","9,219.6","4,609.8",,
4（1）,"88,000","83,000",～,"93,000","8,800.0","4,400.0","10,401.6","5,200.8","16,104.00","8,052.00"
5（2）,"98,000","93,000",～,"101,000","9,800.0","4,900.0","11,583.6","5,791.8","17,934.00","8,967.00"
6（3）,"104,000","101,000",～,"107,000","10,400.0","5,200.0","12,292.8","6,146.4","19,032.00","9,516.00"
7（4）,"110,000","107,000",～,"114,000","11,000.0","5,500.0","13,002.0","6,501.0","20,130.00","10,065.00"
8（5）,"118,000","114,000",～,"122,000","11,800.0","5,900.0","13,947.6","6,973.8","21,594.00","10,797.00"
9（6）,"126,000","122,000",～,"130,000","12,600.0","6,300.0","14,893.2","7,446.6","23,058.00","11,529.00"
10（7）,"134,000","130,000",～,"138,000","13,400.0","6,700.0","15,838.8","7,919.4","24,522.00","12,261.00"
11（8）,"142,000","138,000",～,"146,000","14,200.0","7,100.0","16,784.4","8,392.2","25,986.00","12,993.00"
12（9）,"150,000","146,000",～,"155,000","15,000.0","7,500.0","17,730.0","8,865.0","27,450.00","13,725.00"
13（10）,"160,000","155,000",～,"165,000","16,000.0","8,000.0","18,912.0","9,456.0","29,280.00","14,640.00"
14（11）,"170,000","165,000",～,"175,000","17,000.0","8,500.0","20,094.0","10,047.0","31,110.00","15,555.00"
15（12）,"180,000","175,000",～,"185,000","18,000.0","9,000.0","21,276.0","10,638.0","32,940.00","16,470.00"
16（13）,"190,000","185,000",～,"195,000","19,000.0","9,500.0","22,458.0","11,229.0","34,770.00","17,385.00"
17（14）,"200,000","195,000",～,"210,000","20,000.0","10,000.0","23,640.0","11,820.0","36,600.00","18,300.00"
