令和７年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表,,,,,,,,,,
,,,,,,,,,,
"　35（32）等級の「報酬月額」欄は、厚生年金保険の場合「635,000円以上」と読み替えてください。",,,,,,,,,,
"◆令和7年度における全国健康保険協会の任意継続被保険者について、標準報酬月額の上限は、320,000円です。",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
  ○被保険者負担分（表の折半額の欄）に円未満の端数がある場合,,,,,,,,,,
　  ①事業主が、給与から被保険者負担分を控除する場合、被保険者負担分の端数が50銭以下の場合は切り捨て、50銭を超える場合は切り上げて1円となります。,,,,,,,,,,
　  ②被保険者が、被保険者負担分を事業主へ現金で支払う場合、被保険者負担分の端数が50銭未満の場合は切り捨て、50銭以上の場合は切り上げて1円となります。,,,,,,,,,,
　  （注）①、②にかかわらず、事業主と被保険者間で特約がある場合には、特約に基づき端数処理をすることができます。,,,,,,,,,,
,,,,,,,,,,
  ○納入告知書の保険料額,,,,,,,,,,
  　納入告知書の保険料額は、被保険者個々の保険料額を合算した金額になります。ただし、合算した金額に円未満の端数がある場合は、その端数を切り捨てた額となります。,,,,,,,,,,
,,,,,,,,,,
  ○賞与に係る保険料額,,,,,,,,,,
"  　賞与に係る保険料額は、賞与額から1,000円未満の端数を切り捨てた額（標準賞与額)に、保険料率を乗じた額となります。",,,,,,,,,,
  　また、標準賞与額の上限は、健康保険は年間573万円（毎年4月1日から翌年3月31日までの累計額。）となり、厚生年金保険と子ども・子育て拠出金の場合は,,,,,,,,,,
　　月間150万円となります。　,,,,,,,,,,
,,,,,,,,,,
　○子ども・子育て拠出金,,,,,,,,,,
　　事業主の方は、児童手当の支給に要する費用等の一部として、子ども・子育て拠出金を負担いただくことになります。（被保険者の負担はありません。）,,,,,,,,,,
　　この子ども・子育て拠出金の額は、被保険者個々の厚生年金保険の標準報酬月額および標準賞与額に、拠出金率（0.36％）を乗じて得た額の総額となります。,,,,,,,,,,
,,,,,,,,,,
