令和３年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表,,,,,,,,,,
,,,,,,,,,,
,・健康保険料率：令和3年3月分～　適用　　 　・厚生年金保険料率：平成29年9月分～　適用,,,,,,,,,
,・介護保険料率：令和3年3月分～　適用 　　  ・子ども・子育て拠出金率：令和2年4月分～　適用,,,,,,,,,
,,,,,,,,,,
（東京都）,,,,,,,,,,（単位：円）
標  準  報  酬,,報  酬  月  額,,,全国健康保険協会管掌健康保険料,,,,厚生年金保険料（厚生年金基金加入員を除く）,
,,,,,"介護保険第２号被保険者
に該当しない場合",,"介護保険第２号被保険者
に該当する場合",,一般、坑内員・船員,
等級,月  額,,,,9.84%,,11.64%,,18.300%※,
,,,,,全  額,折半額,全  額,折半額,全  額,折半額
,,円以上,,円未満,,,,,,
1,"58,000",,～,"63,000","5,707.2","2,853.6","6,751.2","3,375.6",,
2,"68,000","63,000",～,"73,000","6,691.2","3,345.6","7,915.2","3,957.6",,
3,"78,000","73,000",～,"83,000","7,675.2","3,837.6","9,079.2","4,539.6",,
4（1）,"88,000","83,000",～,"93,000","8,659.2","4,329.6","10,243.2","5,121.6","16,104.00","8,052.00"
5（2）,"98,000","93,000",～,"101,000","9,643.2","4,821.6","11,407.2","5,703.6","17,934.00","8,967.00"
6（3）,"104,000","101,000",～,"107,000","10,233.6","5,116.8","12,105.6","6,052.8","19,032.00","9,516.00"
7（4）,"110,000","107,000",～,"114,000","10,824.0","5,412.0","12,804.0","6,402.0","20,130.00","10,065.00"
8（5）,"118,000","114,000",～,"122,000","11,611.2","5,805.6","13,735.2","6,867.6","21,594.00","10,797.00"
9（6）,"126,000","122,000",～,"130,000","12,398.4","6,199.2","14,666.4","7,333.2","23,058.00","11,529.00"
10（7）,"134,000","130,000",～,"138,000","13,185.6","6,592.8","15,597.6","7,798.8","24,522.00","12,261.00"
11（8）,"142,000","138,000",～,"146,000","13,972.8","6,986.4","16,528.8","8,264.4","25,986.00","12,993.00"
